"initial_alias","converted_alias","name","description","namespace"
"ENSMUSG00000081890","ENSMUSG00000081890","Gm11243","predicted gene 11243 [Source:MGI Symbol;Acc:MGI:3652116]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000094531","ENSMUSG00000094531","Or52e8","olfactory receptor family 52 subfamily E member 8 [Source:MGI Symbol;Acc:MGI:3030505]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090436","ENSMUSG00000090436","Vmn2r75","vomeronasal 2, receptor 75 [Source:MGI Symbol;Acc:MGI:3648311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117056","ENSMUSG00000117056","Gm18270","predicted gene, 18270 [Source:MGI Symbol;Acc:MGI:5010455]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108508","ENSMUSG00000108508","Gm44978","predicted gene 44978 [Source:MGI Symbol;Acc:MGI:5753554]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090655","ENSMUSG00000090655","Vmn2r120","vomeronasal 2, receptor 120 [Source:MGI Symbol;Acc:MGI:3644483]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112750","ENSMUSG00000112750","Gm47534","predicted gene, 47534 [Source:MGI Symbol;Acc:MGI:6096541]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105155","ENSMUSG00000105155","Gm42910","predicted gene 42910 [Source:MGI Symbol;Acc:MGI:5663047]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117345","ENSMUSG00000117345","Gm7926","predicted gene 7926 [Source:MGI Symbol;Acc:MGI:3646071]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081839","ENSMUSG00000081839","Gm13454","predicted gene 13454 [Source:MGI Symbol;Acc:MGI:3651619]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054890","ENSMUSG00000054890","Or2b7","olfactory receptor family 2 subfamily B member 7 [Source:MGI Symbol;Acc:MGI:3031369]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102447","ENSMUSG00000102447","Gm6621","predicted gene 6621 [Source:MGI Symbol;Acc:MGI:3647848]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065561","ENSMUSG00000065561","Mir369","microRNA 369 [Source:MGI Symbol;Acc:MGI:3619374]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064717","ENSMUSG00000064717","Gm24208","predicted gene, 24208 [Source:MGI Symbol;Acc:MGI:5453985]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083127","ENSMUSG00000083127","Gm15189","predicted gene 15189 [Source:MGI Symbol;Acc:MGI:3705441]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000093044","ENSMUSG00000093044","Snord8","small nucleolar RNA, C/D box 8 [Source:MGI Symbol;Acc:MGI:3819556]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119904","ENSMUSG00000119904","n-R5s125","nuclear encoded rRNA 5S 125 [Source:MGI Symbol;Acc:MGI:4421979]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023885","ENSMUSG00000023885","Thbs2","thrombospondin 2 [Source:MGI Symbol;Acc:MGI:98738]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113306","ENSMUSG00000113306","Mif-ps7","macrophage migration inhibitory factor, pseudogene 7 [Source:MGI Symbol;Acc:MGI:103171]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000028565","ENSMUSG00000028565","Nfia","nuclear factor I/A [Source:MGI Symbol;Acc:MGI:108056]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000103924","ENSMUSG00000103924","Gm37895","predicted gene, 37895 [Source:MGI Symbol;Acc:MGI:5611123]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000109232","ENSMUSG00000109232","Gm44577","predicted gene 44577 [Source:MGI Symbol;Acc:MGI:5753153]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065440","ENSMUSG00000065440","Mirlet7g","microRNA let7g [Source:MGI Symbol;Acc:MGI:2676800]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105625","ENSMUSG00000105625","Gm31230","predicted gene, 31230 [Source:MGI Symbol;Acc:MGI:5590389]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112471","ENSMUSG00000112471","Gm5779","predicted gene 5779 [Source:MGI Symbol;Acc:MGI:3645934]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101093","ENSMUSG00000101093","Eef1a1-ps2","eukaryotic translation elongation factor 1 alpha 1, pseudogene 2 [Source:MGI Symbol;Acc:MGI:3642371]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108844","ENSMUSG00000108844","Gm6702","predicted gene 6702 [Source:MGI Symbol;Acc:MGI:3643910]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115200","ENSMUSG00000115200","Gm46516","predicted gene, 46516 [Source:MGI Symbol;Acc:MGI:5826153]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118054","ENSMUSG00000118054","Gm5238","predicted gene 5238 [Source:MGI Symbol;Acc:MGI:3645313]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118586","ENSMUSG00000118586","Gm17695","predicted gene, 17695 [Source:MGI Symbol;Acc:MGI:4937329]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064917","ENSMUSG00000064917","Snord138","small nucleolar RNA, C/D box 138 [Source:MGI Symbol;Acc:MGI:5452351]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111023","ENSMUSG00000111023","Gm48391","predicted gene, 48391 [Source:MGI Symbol;Acc:MGI:6097874]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110085","ENSMUSG00000110085","Gm17911","predicted gene, 17911 [Source:MGI Symbol;Acc:MGI:5010096]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089512","ENSMUSG00000089512","Gm26287","predicted gene, 26287 [Source:MGI Symbol;Acc:MGI:5456064]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101972","ENSMUSG00000101972","H3c11","H3 clustered histone 11 [Source:MGI Symbol;Acc:MGI:2448350]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113076","ENSMUSG00000113076","Gm47088","predicted gene, 47088 [Source:MGI Symbol;Acc:MGI:6095816]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053626","ENSMUSG00000053626","Tll1","tolloid-like [Source:MGI Symbol;Acc:MGI:106923]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000035653","ENSMUSG00000035653","Lrfn5","leucine rich repeat and fibronectin type III domain containing 5 [Source:MGI Symbol;Acc:MGI:2144814]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118186","ENSMUSG00000118186","Gm8642","predicted gene 8642 [Source:MGI Symbol;Acc:MGI:3647457]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025905","ENSMUSG00000025905","Oprk1","opioid receptor, kappa 1 [Source:MGI Symbol;Acc:MGI:97439]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000080610","ENSMUSG00000080610","Snord110","small nucleolar RNA, C/D box 110 [Source:MGI Symbol;Acc:MGI:3819517]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000116185","ENSMUSG00000116185","Gm49411","predicted gene, 49411 [Source:MGI Symbol;Acc:MGI:6155037]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000096766","ENSMUSG00000096766","Gm23793","predicted gene, 23793 [Source:MGI Symbol;Acc:MGI:5453570]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081050","ENSMUSG00000081050","Gm12461","predicted gene 12461 [Source:MGI Symbol;Acc:MGI:3650438]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084172","ENSMUSG00000084172","Gm16420","predicted gene 16420 [Source:MGI Symbol;Acc:MGI:3643246]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065676","ENSMUSG00000065676","Snord42b","small nucleolar RNA, C/D box 42B [Source:MGI Symbol;Acc:MGI:3819533]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065110","ENSMUSG00000065110","Snord61","small nucleolar RNA, C/D box 61 [Source:MGI Symbol;Acc:MGI:2148805]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000045678","ENSMUSG00000045678","Or5b124","olfactory receptor family 5 subfamily B member 124 [Source:MGI Symbol;Acc:MGI:3031323]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000076361","ENSMUSG00000076361","Mir182","microRNA 182 [Source:MGI Symbol;Acc:MGI:2676846]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113756","ENSMUSG00000113756","Gm18025","predicted gene, 18025 [Source:MGI Symbol;Acc:MGI:5010210]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064359","ENSMUSG00000064359","mt-Tg","mitochondrially encoded tRNA glycine [Source:MGI Symbol;Acc:MGI:102486]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117816","ENSMUSG00000117816","Gm50360","predicted gene, 50360 [Source:MGI Symbol;Acc:MGI:6303247]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000018217","ENSMUSG00000018217","Pmp22","peripheral myelin protein 22 [Source:MGI Symbol;Acc:MGI:97631]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062154","ENSMUSG00000062154","Tex33","testis expressed 33 [Source:MGI Symbol;Acc:MGI:1920626]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113146","ENSMUSG00000113146","Gm47406","predicted gene, 47406 [Source:MGI Symbol;Acc:MGI:6096338]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112637","ENSMUSG00000112637","Gm48225","predicted gene, 48225 [Source:MGI Symbol;Acc:MGI:6097625]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111436","ENSMUSG00000111436","Gm47356","predicted gene, 47356 [Source:MGI Symbol;Acc:MGI:6096261]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000034701","ENSMUSG00000034701","Neurod1","neurogenic differentiation 1 [Source:MGI Symbol;Acc:MGI:1339708]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000024479","ENSMUSG00000024479","Mal2","mal, T cell differentiation protein 2 [Source:MGI Symbol;Acc:MGI:2146021]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000023737","ENSMUSG00000023737","1700082M22Rik","RIKEN cDNA 1700082M22 gene [Source:MGI Symbol;Acc:MGI:1920784]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118815","ENSMUSG00000118815","Gm22068","predicted gene, 22068 [Source:MGI Symbol;Acc:MGI:5451845]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064726","ENSMUSG00000064726","Gm25854","predicted gene, 25854 [Source:MGI Symbol;Acc:MGI:5455631]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000079450","ENSMUSG00000079450","Cldn34c1","claudin 34C1 [Source:MGI Symbol;Acc:MGI:1920311]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000031538","ENSMUSG00000031538","Plat","plasminogen activator, tissue [Source:MGI Symbol;Acc:MGI:97610]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104976","ENSMUSG00000104976","Gm43060","predicted gene 43060 [Source:MGI Symbol;Acc:MGI:5663197]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091842","ENSMUSG00000091842","Gm16490","predicted gene 16490 [Source:MGI Symbol;Acc:MGI:3704483]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119142","ENSMUSG00000119142","Gm23143","predicted gene, 23143 [Source:MGI Symbol;Acc:MGI:5452920]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068950","ENSMUSG00000068950","Or1j10","olfactory receptor family 1 subfamily J member 10 [Source:MGI Symbol;Acc:MGI:3030172]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113674","ENSMUSG00000113674","Hspe1-ps1","heat shock protein 1 (chaperonin 10), pseudogene 1 [Source:MGI Symbol;Acc:MGI:1935161]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000077239","ENSMUSG00000077239","Snord66","small nucleolar RNA, C/D box 66 [Source:MGI Symbol;Acc:MGI:3819548]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000006373","ENSMUSG00000006373","Pgrmc1","progesterone receptor membrane component 1 [Source:MGI Symbol;Acc:MGI:1858305]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064682","ENSMUSG00000064682","Gm25813","predicted gene, 25813 [Source:MGI Symbol;Acc:MGI:5455590]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000051177","ENSMUSG00000051177","Plcb1","phospholipase C, beta 1 [Source:MGI Symbol;Acc:MGI:97613]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115812","ENSMUSG00000115812","Gm49309","predicted gene, 49309 [Source:MGI Symbol;Acc:MGI:6118812]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000095492","ENSMUSG00000095492","Gm14361","predicted gene 14361 [Source:MGI Symbol;Acc:MGI:3650344]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000094306","ENSMUSG00000094306","Gm24924","predicted gene, 24924 [Source:MGI Symbol;Acc:MGI:5454701]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000093178","ENSMUSG00000093178","Snord87","small nucleolar RNA, C/D box 87 [Source:MGI Symbol;Acc:MGI:2387894]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000069310","ENSMUSG00000069310","H3c3","H3 clustered histone 3 [Source:MGI Symbol;Acc:MGI:2448320]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111012","ENSMUSG00000111012","Gm7588","predicted gene 7588 [Source:MGI Symbol;Acc:MGI:3647022]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118905","ENSMUSG00000118905","Snord93","small nucleolar RNA, C/D box 93 [Source:MGI Symbol;Acc:MGI:3819566]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000074771","ENSMUSG00000074771","Ankef1","ankyrin repeat and EF-hand domain containing 1 [Source:MGI Symbol;Acc:MGI:2441685]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065749","ENSMUSG00000065749","AF357428","snoRNA AF357428 [Source:MGI Symbol;Acc:MGI:3053436]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081741","ENSMUSG00000081741","Gm14106","predicted gene 14106 [Source:MGI Symbol;Acc:MGI:3651294]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111899","ENSMUSG00000111899","Gm18636","predicted gene, 18636 [Source:MGI Symbol;Acc:MGI:5010821]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111552","ENSMUSG00000111552","Gm7570","predicted gene 7570 [Source:MGI Symbol;Acc:MGI:3649157]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118751","ENSMUSG00000118751","Gm26444","predicted gene, 26444 [Source:MGI Symbol;Acc:MGI:5456221]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000114698","ENSMUSG00000114698","Rpl31-ps3","ribosomal protein L31, pseudogene 3 [Source:MGI Symbol;Acc:MGI:3644189]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000105818","ENSMUSG00000105818","Gm43256","predicted gene 43256 [Source:MGI Symbol;Acc:MGI:5663393]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108546","ENSMUSG00000108546","Gm44662","predicted gene 44662 [Source:MGI Symbol;Acc:MGI:5753238]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082455","ENSMUSG00000082455","Gm13665","predicted gene 13665 [Source:MGI Symbol;Acc:MGI:3651571]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110986","ENSMUSG00000110986","Gm20276","predicted gene, 20276 [Source:MGI Symbol;Acc:MGI:5012461]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064918","ENSMUSG00000064918","Gm22571","predicted gene, 22571 [Source:MGI Symbol;Acc:MGI:5452348]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081064","ENSMUSG00000081064","Gm6071","predicted gene 6071 [Source:MGI Symbol;Acc:MGI:3644647]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104720","ENSMUSG00000104720","Gm43138","predicted gene 43138 [Source:MGI Symbol;Acc:MGI:5663275]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000076052","ENSMUSG00000076052","Mir541","microRNA 541 [Source:MGI Symbol;Acc:MGI:3619430]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000054136","ENSMUSG00000054136","Adm2","adrenomedullin 2 [Source:MGI Symbol;Acc:MGI:2675256]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061937","ENSMUSG00000061937","Csn1s2a","casein alpha s2-like A [Source:MGI Symbol;Acc:MGI:88542]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000100444","ENSMUSG00000100444","C530043A13Rik","RIKEN cDNA C530043A13 gene [Source:MGI Symbol;Acc:MGI:2441914]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000111477","ENSMUSG00000111477","Gm47668","predicted gene, 47668 [Source:MGI Symbol;Acc:MGI:6096762]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000043274","ENSMUSG00000043274","Or10ag2","olfactory receptor family 10 subfamily AG member 2 [Source:MGI Symbol;Acc:MGI:3030957]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097762","ENSMUSG00000097762","4732463B04Rik","RIKEN cDNA 4732463B04 gene [Source:MGI Symbol;Acc:MGI:3642483]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104864","ENSMUSG00000104864","Gm43655","predicted gene 43655 [Source:MGI Symbol;Acc:MGI:5663792]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000108396","ENSMUSG00000108396","Gm6905","predicted gene 6905 [Source:MGI Symbol;Acc:MGI:3644964]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000113015","ENSMUSG00000113015","Gm6296","predicted gene 6296 [Source:MGI Symbol;Acc:MGI:3648150]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064647","ENSMUSG00000064647","Gm23301","predicted gene, 23301 [Source:MGI Symbol;Acc:MGI:5453078]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057050","ENSMUSG00000057050","Or1e1f","olfactory receptor family 1 subfamily E member 1F [Source:MGI Symbol;Acc:MGI:3030231]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000059729","ENSMUSG00000059729","Or2y1","olfactory receptor family 2 subfamily Y member 1 [Source:MGI Symbol;Acc:MGI:3031219]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089861","ENSMUSG00000089861","Gm16139","predicted gene 16139 [Source:MGI Symbol;Acc:MGI:3801880]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000090074","ENSMUSG00000090074","Gm6921","predicted pseudogene 6921 [Source:MGI Symbol;Acc:MGI:3644183]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000026579","ENSMUSG00000026579","F5","coagulation factor V [Source:MGI Symbol;Acc:MGI:88382]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065898","ENSMUSG00000065898","Gm24522","predicted gene, 24522 [Source:MGI Symbol;Acc:MGI:5454299]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097586","ENSMUSG00000097586","Gm26528","predicted gene, 26528 [Source:MGI Symbol;Acc:MGI:5477022]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089633","ENSMUSG00000089633","A230009B12Rik","RIKEN cDNA A230009B12 gene [Source:MGI Symbol;Acc:MGI:2442666]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000078452","ENSMUSG00000078452","Raet1d","retinoic acid early transcript delta [Source:MGI Symbol;Acc:MGI:1861032]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082531","ENSMUSG00000082531","Gm11556","predicted gene 11556 [Source:MGI Symbol;Acc:MGI:3651824]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082715","ENSMUSG00000082715","Gm11633","predicted gene 11633 [Source:MGI Symbol;Acc:MGI:3650676]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084403","ENSMUSG00000084403","Rps15a-ps8","ribosomal protein S15A, pseudogene 8 [Source:MGI Symbol;Acc:MGI:3652112]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115235","ENSMUSG00000115235","Gm49102","predicted gene, 49102 [Source:MGI Symbol;Acc:MGI:6118499]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000117510","ENSMUSG00000117510","Gm50032","predicted gene, 50032 [Source:MGI Symbol;Acc:MGI:6275335]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064390","ENSMUSG00000064390","Snord73b","small nucleolar RNA, C/D box U73B [Source:MGI Symbol;Acc:MGI:1321387]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000053199","ENSMUSG00000053199","Arhgap20","Rho GTPase activating protein 20 [Source:MGI Symbol;Acc:MGI:2445175]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065448","ENSMUSG00000065448","Mir154","microRNA 154 [Source:MGI Symbol;Acc:MGI:2676839]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000057457","ENSMUSG00000057457","Phex","phosphate regulating endopeptidase homolog, X-linked [Source:MGI Symbol;Acc:MGI:107489]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083720","ENSMUSG00000083720","Gm12901","predicted gene 12901 [Source:MGI Symbol;Acc:MGI:3650176]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000022229","ENSMUSG00000022229","Atp12a","ATPase, H+/K+ transporting, nongastric, alpha polypeptide [Source:MGI Symbol;Acc:MGI:1926943]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000068686","ENSMUSG00000068686","Cd59b","CD59b antigen [Source:MGI Symbol;Acc:MGI:1888996]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061482","ENSMUSG00000061482","H4c4","H4 clustered histone 4 [Source:MGI Symbol;Acc:MGI:2448423]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000110908","ENSMUSG00000110908","Gm48434","predicted gene, 48434 [Source:MGI Symbol;Acc:MGI:6097937]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000064512","ENSMUSG00000064512","Gm22456","predicted gene, 22456 [Source:MGI Symbol;Acc:MGI:5452233]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000115528","ENSMUSG00000115528","Gm8408","predicted gene 8408 [Source:MGI Symbol;Acc:MGI:3644370]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082963","ENSMUSG00000082963","Gm12465","predicted gene 12465 [Source:MGI Symbol;Acc:MGI:3649306]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000093656","ENSMUSG00000093656","Gm20628","predicted gene 20628 [Source:MGI Symbol;Acc:MGI:5313075]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107349","ENSMUSG00000107349","Gm6655","predicted gene 6655 [Source:MGI Symbol;Acc:MGI:3645297]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000063021","ENSMUSG00000063021","H2ac15","H2A clustered histone 15 [Source:MGI Symbol;Acc:MGI:2448297]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000025094","ENSMUSG00000025094","Slc18a2","solute carrier family 18 (vesicular monoamine), member 2 [Source:MGI Symbol;Acc:MGI:106677]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000060981","ENSMUSG00000060981","H4c8","H4 clustered histone 8 [Source:MGI Symbol;Acc:MGI:2448427]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000104349","ENSMUSG00000104349","Gm37692","predicted gene, 37692 [Source:MGI Symbol;Acc:MGI:5610920]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000065701","ENSMUSG00000065701","Rny1","RNA, Y1 small cytoplasmic, Ro-associated [Source:MGI Symbol;Acc:MGI:97995]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089802","ENSMUSG00000089802","Gm16107","predicted gene 16107 [Source:MGI Symbol;Acc:MGI:3801820]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000107551","ENSMUSG00000107551","Gm4605","predicted gene 4605 [Source:MGI Symbol;Acc:MGI:3782788]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000089265","ENSMUSG00000089265","Gm22888","predicted gene, 22888 [Source:MGI Symbol;Acc:MGI:5452665]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119004","ENSMUSG00000119004","Gm23264","predicted gene, 23264 [Source:MGI Symbol;Acc:MGI:5453041]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000082486","ENSMUSG00000082486","Gm11919","predicted gene 11919 [Source:MGI Symbol;Acc:MGI:3650122]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000102443","ENSMUSG00000102443","Gm37102","predicted gene, 37102 [Source:MGI Symbol;Acc:MGI:5610330]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000112054","ENSMUSG00000112054","Gm33680","predicted gene, 33680 [Source:MGI Symbol;Acc:MGI:5592839]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000118865","ENSMUSG00000118865","Gm26065","predicted gene, 26065 [Source:MGI Symbol;Acc:MGI:5455842]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000101328","ENSMUSG00000101328","Rpl30-ps6","ribosomal protein L30, pseudogene 6 [Source:MGI Symbol;Acc:MGI:3642608]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000085830","ENSMUSG00000085830","Grin1os","glutamate receptor, ionotropic, NMDA1 (zeta 1), opposite strand [Source:MGI Symbol;Acc:MGI:2443867]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000062257","ENSMUSG00000062257","Opcml","opioid binding protein/cell adhesion molecule-like [Source:MGI Symbol;Acc:MGI:97397]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083728","ENSMUSG00000083728","Gm13854","predicted gene 13854 [Source:MGI Symbol;Acc:MGI:3651023]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081023","ENSMUSG00000081023","Gm15766","predicted gene 15766 [Source:MGI Symbol;Acc:MGI:3783208]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083320","ENSMUSG00000083320","Gm13935","predicted gene 13935 [Source:MGI Symbol;Acc:MGI:3651886]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000081730","ENSMUSG00000081730","Gm13785","predicted gene 13785 [Source:MGI Symbol;Acc:MGI:3649781]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000084336","ENSMUSG00000084336","Or4x6","olfactory receptor family 4 subfamily X member 6 [Source:MGI Symbol;Acc:MGI:3031103]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119624","ENSMUSG00000119624","Gm25414","predicted gene, 25414 [Source:MGI Symbol;Acc:MGI:5455191]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000061603","ENSMUSG00000061603","Akap6","A kinase (PRKA) anchor protein 6 [Source:MGI Symbol;Acc:MGI:3050566]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000119286","ENSMUSG00000119286","Rnu5g","RNA, U5G small nuclear [Source:MGI Symbol;Acc:MGI:2157900]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000091117","ENSMUSG00000091117","Gm9064","predicted gene 9064 [Source:MGI Symbol;Acc:MGI:3647641]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000036899","ENSMUSG00000036899","Trpv5","transient receptor potential cation channel, subfamily V, member 5 [Source:MGI Symbol;Acc:MGI:2429764]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000097171","ENSMUSG00000097171","Gm17644","predicted gene, 17644 [Source:MGI Symbol;Acc:MGI:4937278]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000098023","ENSMUSG00000098023","Gm19200","predicted gene, 19200 [Source:MGI Symbol;Acc:MGI:5011385]","ARRAYEXPRESS,ENSG"
"ENSMUSG00000083539","ENSMUSG00000083539","Gm12466","predicted gene 12466 [Source:MGI Symbol;Acc:MGI:3651763]","ARRAYEXPRESS,ENSG"
